(עבודה עיקרית כשכיר על פי הגדרת המשיב בשאלון)","אחוז שכירים בני 15 ומעלה, לפי עשירוני הכנסה מעבודה 10-9
(עבודה עיקרית כשכיר על פי הגדרת המשיב בשאלון )","הכנסה חציונית שנתית מעבודה של עצמאים
(עבודה עיקרית כעצמאי על פי הגדרת המשיב בשאלון)","אחוז עצמאים בני 15 ומעלה, לפי עשירוני הכנסה מעבודה 10-9
(עבודה עיקרית כעצמאי על פי הגדרת המשיב בשאלון)",סך הכל משקי בית,ממוצע נפשות במשק הבית,אחוז משקי הבית שבהם בני 5-0,אחוז משקי הבית שבהם בני 25-18,סמל אורח חיים עיקרי למשק בית,שם אורח חיים עיקרי למשק בית,ממוצע מחשבים במשק הבית ,אחוז משקי הבית שלא עומד לרשותם כלי רכב,אחוז משקי הבית שעומדים לרשותם שני כלי רכב ויותר,אחוז משקי הבית שעומדת לרשותם חנייה,אחוז משקי הבית הגרים בדירה בבעלות,אחוז משקי הבית הגרים בדירה בשכירות
LocNameHeb,LocalityCode,StatArea,StatAreaCmb,pop_approx,change_pcnt,pop_density,religion,ReligionHeb,sexRatio,inst_pcnt,Foreign_pcnt,age0_19_pcnt,age20_64_pcnt,age65_pcnt,DependencyRatio,age_median,m_age_median,w_age_median,married18_34_pcnt,married45_54_pcnt,j_isr_pcnt,j_abr_pcnt,aliya2002_pcnt,aliya2010_pcnt,israel_pcnt,asia_pcnt,africa_pcnt,europe_pcnt,america_pcnt,shem_eretz1,MarriageAge_mdn,m_MarriageAge_mdn,w_MarriageAge_mdn,ChldBorn_avg,koshi5_pcnt,koshi65_pcnt,AcadmCert_pcnt,WrkY_pcnt,Empl_pcnt,SelfEmpl_pcnt,HrsWrkWk_avg,Wrk_15_17_pcnt,WrkOutLoc_pcnt,employeesAnnual_medWage,EmployeesWage_decile9Up,SelfEmployedAnnual_medWage,SelfEmployedWage_decile9Up,hh_total_approx,size_avg,hh0_5_pcnt,hh18_24_pcnt,hh_MidatDatiyut,hh_MidatDatiyut_Name,Computer_avg,Vehicle0_pcnt,Vehicle2up_pcnt,Parking_pcnt,own_pcnt,rent_pcnt
פטיש,749,,,1100,48.7,1564.8,1,יהודים,132.3,,3.2,33.4,57,9.6,754.9,30,28,32,35.3,84.3,93.4,6.6,2.8,2.8,60.9,29.2,7.2,2.4,0.3,ישראל,26,27,24,2.7,11.4,34.6,11.4,70.9,88.2,11.8,38.8,23.7,67.9,107000,11.8,197200,52.7,320,3.3,21.6,23.1,מסורתי,2,0.9,12,46.1,98.3,64.4,16.8
פלך,1185,,,210,298.8,5333.8,1,יהודים,118.7,,0.9,47.9,50.1,2.1,997.8,30,17,32,7.2,84.2,88.8,11.2,11.3,3,69.6,1.9,5.2,16,7.3,ישראל,29,29,29,2,2.6,,84.3,90.7,77.1,18.6,33.7,50.5,80.6,128900,10.3,,,60,3.6,58.7,,חילוני,1,2,7.3,30.1,65,28.2,61.4
פלמחים,597,,,830,90.8,3952.3,1,יהודים,125.8,,1.3,29.3,60.5,10.3,654.1,36,34,38,22.3,64.5,90.3,9.7,19.6,16.8,62.5,6.2,7.4,14.7,9.3,ישראל,28,29,27,1.8,6.5,27.7,49.9,87.3,83.2,16.4,43.2,87.1,70.1,153400,39.4,120200,20.2,330,2.5,26.8,18.5,חילוני,1,1.8,4.3,47.8,80.7,36.3,30.1
פני חבר,3723,,,590,62.9,3700.2,1,יהודים,109.5,3.4,0.5,63.6,34.6,1.7,1886.6,14,15,13,50.2,96,91.8,8.2,24.6,7.9,68.2,1.9,7.8,9.2,12.9,ישראל,23,24,22,4,4.5,100,36.6,76.2,88.4,11.6,34.9,24.7,62,110500,11.3,65500,18.4,110,5.1,46.4,25.3,דתי/ דתי מאוד,3,2,7.3,36.3,63.7,73.7,22.7
פסגות,3659,,,2170,43.8,9416.4,1,יהודים,94.8,,0.2,55.1,41,3.9,1440.6,16,16,17,56.8,87.5,93.6,6.4,17.8,10,72.4,2.4,3.5,12.4,9.3,ישראל,23,24,22,3.2,1.6,2.5,40.1,75.4,88.7,11.1,34.2,19,77.6,97700,20.2,67000,24.3,460,4.7,50.1,36.3,דתי/ דתי מאוד,3,1.9,15.8,40.2,63.1,54.8,42.8
פסוטה,535,,,3360,16.8,3325.1,3,נוצרים,98.2,,0.3,28.4,60.7,10.9,646.7,34,35,33,30.1,88.4,,,,,,,,,,,26,28,24,2.2,11,52.5,19.9,69.2,79.6,20.1,39,5.9,74.3,93300,16.7,92000,14.4,1100,3,19.5,19.5,מסורתי,2,1.3,20.2,45,75.7,81.3,5.6
"פעמי תש""ז",2059,,,640,59.6,1814.4,1,יהודים,102.4,,5.4,32.3,55.8,11.9,790.8,31,31,31,50.5,74.9,90.7,9.3,5.7,3.9,58,26.4,9.3,6.1,0.2,ישראל,25,27,24,2.5,10.3,42,17.4,74.8,88.4,11.6,39.7,29.9,78.4,110100,13.1,101500,40.6,190,3.1,20.4,19.2,מסורתי,2,1.2,25.8,35.3,80.7,63.4,13.4
פצאל,3615,,,490,98.5,1336.3,1,יהודים,144.4,,17.4,30.1,55.8,14.1,792.3,32,32,32,57.7,70.3,92.4,7.6,17.5,12.3,67.6,5.6,8.8,15.9,2,ישראל,25,26,24,2.5,2.9,8,26.2,78.3,69.3,30.7,39.9,15.8,56.5,130700,18.4,175900,44,150,2.8,29.6,10.7,חילוני,1,1.4,4.1,54.8,94,58.5,18
פקיעין (בוקייעה),536,,,5920,9.9,3270.1,5,דרוזים,105.3,,0.3,29.3,61,9.7,640,31,30,33,40.3,93.3,,,,,,,,,,,23,25,21,2.2,8.7,39.1,18.2,64,81.8,18.2,36.5,1.4,57.1,92200,12,55900,8.9,1890,3.1,20.9,29.9,מסורתי,2,1.3,14.4,40.6,79.2,77.8,4
פקיעין חדשה,281,,,690,90.2,2384.2,1,יהודים,82,14.9,0.9,31.2,48,20.8,1083.4,33,34,32,45.4,78.7,78,22,6.8,2.7,51.9,2.2,26.9,18.8,0.2,ישראל,24,25,22,2.1,5.9,40,12.4,80.7,80.3,19.7,36.5,19.9,67.5,88500,10,126700,28.2,190,3.1,29.6,17.3,מסורתי,2,1.4,10.7,52,83.9,66.8,24.7
פרדס חנה-כרכור,7800,,,44160,44,4543.3,1,יהודים,93.2,1.4,1,35.5,51.8,12.7,931.8,34,33,36,25.1,71.5,81.3,18.7,14.3,8.7,50.9,7.9,12.6,24.2,4.4,ישראל,26,27,25,2,6.9,29.8,32.5,73.2,80.9,19,38.6,22.2,60.2,118200,26,82400,21.7,14750,2.9,20.6,18.9,חילוני,1,1.7,14.7,41.4,81.5,63.1,30.4
פרדס חנה-כרכור,7800,11,11,5290,,,1,יהודים,93.5,,,46.1,48.2,5.6,1073,25,21,33,21.6,80.6,90.9,9.1,26.4,13.5,65.7,5.5,6.3,17.5,5,ישראל,28,28,27,1.9,3.9,17.4,50.4,79.7,81.8,18,39.2,31.6,66,156200,40.4,81400,17.1,1530,3.4,26.5,20.2,חילוני,1,2.3,5,56.6,94.4,63.3,33.1
פרדס חנה-כרכור,7800,12,12,5550,,,1,יהודים,89.1,,,34.1,50.7,15.1,970.6,38,36,38,25.3,69.6,83.9,16.1,16.3,9.8,53.3,10.3,10.4,21.4,4.6,ישראל,27,28,25,2,5.2,23.8,35.5,72.8,78.3,21.7,40.1,17.4,63.8,152400,35,97600,30.2,1830,2.9,18.6,15.9,חילוני,1,1.8,9.2,50.7,81.3,65,28.6
פרדס חנה-כרכור,7800,13,13,4340,,,1,יהודים,97,,,35.6,53.4,10.9,871.1,36,33,38,13.5,78,87.8,12.2,13.7,6.7,57.9,12,8.9,16.7,4.6,ישראל,27,28,26,1.9,6.7,29.8,35.6,75.1,78.9,21,39.8,25.3,61.7,140700,34.5,66900,23.3,1450,3,20,23.5,חילוני,1,1.9,9.6,47.9,83.9,67.5,23.9
פרדס חנה-כרכור,7800,21,21,3290,,,1,יהודים,90.3,,,33.4,53.9,12.7,855.1,36,37,34,18,75.6,82.3,17.7,16.3,11.7,50,10,17.4,17.2,5.3,ישראל,26,27,24,2.1,5.5,27.2,30,70.2,75.1,24.9,40.1,16,57.2,111700,25.4,79000,21.5,1050,3,18.3,22,חילוני,1,1.7,14.7,40.7,82.4,64.1,29.5
פרדס חנה-כרכור,7800,22,22,3320,,,1,יהודים,86.2,,,29.3,50.5,20.2,980.4,40,39,40,19.4,70.7,76.1,23.9,14.7,11.2,44.3,8.1,13.7,28.5,5.4,ישראל,25,26,23,2.3,8.9,30.6,28.7,70.6,78.8,20.8,37.7,31.9,57.4,99400,23.2,94500,25.7,1180,2.8,15.2,21,חילוני,1,1.6,13.5,36.6,79.8,67.3,26.3
פרדס חנה-כרכור,7800,23,23,1500,,,1,יהודים,101.3,,,39.6,49,11.3,1040.3,35,34,36,11.8,82.3,85.5,14.5,17.5,12.2,56.4,7.7,8.8,20.9,6.3,ישראל,27,28,26,2,5.5,23.6,39.5,71.4,84.2,15.8,38.6,24.8,56,128600,29.5,107200,17.5,450,3.2,12.2,26.1,חילוני,1,2.1,5.2,49,84,70.6,24.9
פרדס חנה-כרכור,7800,31,31,5420,,,1,יהודים,92.3,,,30,55,15,818.3,38,36,40,23.7,65.6,70.2,29.8,12.6,7.3,37.4,6.4,19.2,33.9,3.1,ישראל,25,27,23,2,11.6,40.6,20.1,69.1,81.9,18,36.1,27.4,58.8,94400,15.1,78400,19.7,2020,2.6,15.5,19.7,חילוני,1,1.4,26.5,31.7,71.3,60.3,31
פרדס חנה-כרכור,7800,32,32+33,2800,,,1,יהודים,105.1,,,28.3,50.5,21.2,980.5,39,36,42,17.1,63.9,81.6,18.4,20,12.1,48.6,7.2,11.6,27.6,5.1,ישראל,26,27,25,2.1,8.3,22.4,34.6,69.9,73.4,26.6,34.9,25.8,48.7,119000,26.6,88600,25.9,970,2.6,15.7,12.1,חילוני,1,1.5,13.4,36.8,77.1,58.8,35.1
פרדס חנה-כרכור,7800,41,41,6250,,,1,יהודים,89.8,,,33.9,52.2,13.9,916.3,33,32,33,33.1,61.3,78.8,21.2,8.6,5.7,46.5,8.8,18.7,23.2,2.8,ישראל,25,26,24,2.1,9.6,37.5,22.3,70.8,82.6,17.4,36.8,10.3,52.8,99400,16.7,68600,14.3,2220,2.8,18.9,17.6,חילוני,1,1.3,26.3,32.8,71.8,58.5,32.9
פרדס חנה-כרכור,7800,42,42,6410,,,1,יהודים,96.6,,,40.8,52,7.2,921.9,30,26,32,38.4,69.1,79.2,20.8,12.5,7.1,50.8,4.9,9,30.7,4.5,ישראל,26,27,25,1.9,4.2,28.9,37.3,78.8,87.4,12.6,40.4,18.8,67.1,118400,21.2,86400,20.9,1980,3.2,33.8,15.5,חילוני,1,1.7,10.1,40.6,93.9,64,33.5
פרדסייה,171,,,7740,40.6,7445.5,1,יהודים,105.5,,0.4,34,53.4,12.6,873.7,34,32,36,24.1,80,88.9,11.1,14.6,7.8,56,12.3,10.4,17.9,3.4,ישראל,26,27,25,2.1,4.7,17.2,36,76.6,83.6,16.3,38.8,12,81.9,143600,32.3,109300,33.4,2530,3.1,21.3,20.8,חילוני,1,2,7.4,63.9,84.9,68.3,24.4
פרוד,599,,,620,121.7,2399.9,1,יהודים,97.5,,2.4,39.5,45.6,14.9,1192.5,36,36,36,47.6,83.2,82.7,17.3,13.1,9.6,50.9,6.8,6.3,23.8,12.2,ישראל,27,27,26,2.3,7.8,31.2,46.3,76.2,86.6,13.4,37.7,11.5,73.2,146600,27.2,83800,12.2,200,3.1,29.6,4.2,חילוני,1,1.8,8.6,52.5,87.7,79.6,16.7
פרזון,2053,,,440,34.7,1755.1,1,יהודים,115.7,,12.5,30.7,56,13.3,786,32,31,34,46.4,81.1,87.5,12.5,3.4,3.4,54.4,35.9,6.1,3.3,0.3,ישראל,26,28,23,2.9,17.6,65.4,16.6,70.7,77.7,22.3,41.4,20.1,73.1,96600,9.6,124800,27.3,120,3.1,23.7,20.5,מסורתי,2,1,15,52.4,94.9,57.3,21.6
פרי גן,1231,,,330,63.4,2207.8,1,יהודים,201.8,,29.3,26,65.6,8.4,525,34,33,36,21.2,81,90.2,9.8,,,59.4,6.2,20.4,9.2,4.8,ישראל,26,27,25,2.5,9.1,31.2,9.9,76.9,78.7,21.3,38.4,10.7,53.8,91900,21.4,99700,12,70,3.2,23.3,23,חילוני,1,1.4,9.5,52.2,87.7,65.2,20.6
פתח תקווה,7900,,,264050,27.7,12123.3,1,יהודים,96.7,1,3.2,31.1,52.6,16.3,900.3,35,34,37,33.6,74.3,73,27,24.6,12.5,43.3,13.1,10,31.1,2.6,ישראל,25,26,23,2,9,30.8,29.9,70.1,88.5,11.4,39.8,16.6,48.9,121300,24.6,84500,22.6,90300,2.8,19.2,18.7,חילוני,1,1.5,23.1,31.3,72.3,61.7,32.6
פתח תקווה,7900,112,112,4690,,,1,יהודים,104.7,,,25.7,58.7,15.6,704.8,35,35,36,31,67.9,65,35,21.7,11.3,33.7,14.7,12.7,37,1.9,ישראל,24,26,23,1.8,9.8,30.3,22.4,73.6,90.2,9.8,40.7,17.3,48.3,119400,15.6,83600,11.1,1740,2.7,21.2,17.2,חילוני,1,1.4,22.1,25,76.1,50.9,44.2
פתח תקווה,7900,113,113+111,3150,,,1,יהודים,103.8,,,33,54.7,12.3,828.4,36,36,37,31.2,82.9,75.5,24.5,13.4,7.3,45.9,12.8,7,32.6,1.6,ישראל,26,27,24,1.8,7.1,27.8,27.3,73.6,92.9,7.1,41.3,15.5,50.5,146200,34.1,97100,6.9,1040,2.9,21.8,16.9,חילוני,1,1.5,20,39.9,87.6,62.7,33.7
פתח תקווה,7900,114,114,4920,,,1,יהודים,88.9,,,21.1,54.8,24.1,824.9,41,40,43,34.3,63.8,51.7,48.3,21.2,12.1,25.6,14,10.1,49,1.2,ישראל,25,27,23,1.7,13.7,36.9,25.3,71.3,87.1,12.9,39.5,3.3,45.2,112700,16.6,71800,15.4,1870,2.3,14.6,13,חילוני,1,1.2,31.1,20.1,70.9,51,38.8
פתח תקווה,7900,121,121,4420,,,1,יהודים,105.3,,,41,49.4,9.5,1024,31,28,33,29.4,86.7,83.1,16.9,15.9,11,53.4,12.9,7.2,24.5,2,ישראל,27,28,25,2,5.2,35,34,78.2,86.1,13.9,41.2,32,53.3,168500,36.5,138200,32.4,1240,3.6,29.5,21.5,חילוני,1,2.1,5.4,54.5,95.9,73.8,21.4
פתח תקווה,7900,122,122,3120,,,1,יהודים,100.2,,,38.2,49.8,12,1006.7,34,34,34,34.9,84.6,79.7,20.3,12.7,8.2,47.8,13.9,6.4,30.4,1.6,ישראל,26,27,24,2,4.8,20.3,41.9,70.9,88.3,11.7,43.7,11.3,52.4,183400,42.4,119800,25,960,3.3,24.9,14.2,חילוני,1,1.9,7.2,36.7,96.9,76.5,20.9
פתח תקווה,7900,123,123,4550,,,1,יהודים,95.8,,,27.1,53.2,19.7,880,40,36,42,26.4,84.6,71.1,28.9,12.2,6.8,38.7,18.1,8.1,33.3,1.7,ישראל,25,27,24,2,10.8,36,33.8,66.9,88.3,11.7,40.2,19.9,49.9,146900,32.9,113400,21.6,1560,2.9,13.9,19.8,חילוני,1,1.7,23.5,36.5,87.6,73.5,21.8
פתח תקווה,7900,124,124,4450,,,1,יהודים,101.7,,,37.9,50.9,11.2,964.1,34,33,35,26.6,79.4,81.9,18.1,15.4,7.1,50.4,13.1,7,27.1,2.4,ישראל,26,28,25,2,8.1,33.9,36.6,75.2,82.4,17.4,42.1,18.5,52.4,190500,43.8,105700,35.4,1360,3.2,27.7,16.7,חילוני,1,1.7,4.2,49.4,98.1,75.9,21.6
פתח תקווה,7900,211,211,3360,,,1,יהודים,82.3,,,22.9,50.3,26.8,987.6,42,39,45,27.1,58.2,53.7,46.3,23.1,14.5,28,10.2,6.2,53.6,2,ישראל,24,26,23,1.8,19.2,46.9,23.5,61.1,92.4,7.6,39.1,4.3,45.1,102200,9.3,67100,8.4,1440,2.3,12.9,18.5,חילוני,1,1.1,45.8,15.6,50.8,53.4,41.1
פתח תקווה,7900,212,212,2840,,,1,יהודים,90.2,,,24.6,53.4,22,872.9,39,37,43,23.4,60.9,63,37,19.8,11.1,32.2,12.1,7.1,47.1,1.5,ישראל,25,27,23,1.9,11.4,33,27,68.7,88.7,11.1,38.9,23.5,41.8,107200,16.5,113100,35.2,1170,2.4,12.9,18.1,חילוני,1,1.3,26.6,21.9,76.8,60,36.3
פתח תקווה,7900,213,213,3690,,,1,יהודים,98.3,,,23.1,53.5,23.4,869.9,38,37,40,30.7,59.5,60.9,39.1,19,12.7,32.3,9.6,6.5,48.5,3.1,ישראל,24,26,23,1.7,9.7,25.9,29.5,72.3,87.8,12,38.8,21.8,49.4,110000,18.1,54500,4.9,1590,2.3,13.5,12.9,חילוני,1,1.5,30.6,17.9,59.6,49.1,43.5
פתח תקווה,7900,214,214,3140,,,1,יהודים,95.9,,,27.3,52.3,20.4,912.2,39,36,42,47.8,50.9,63.6,36.4,24.8,15,34.8,8.5,5.3,48.5,2.9,ישראל,23,25,22,2.1,13.2,32.6,23.1,61.4,88.5,11.5,40.7,6.8,49.4,108800,16.8,50500,5,1150,2.6,19.5,13,חילוני,1,1.3,43.6,19.2,50.7,53,39.9
פתח תקווה,7900,215,215,1180,,,1,יהודים,106,,,22.6,56.9,20.5,758.9,38,35,44,34.1,56.5,54.7,45.3,33.8,19.5,31.6,12.4,6.7,47.8,1.6,ישראל,24,25,21,1.9,21.1,57.4,20,65.4,93.7,6.3,38,,33.1,77800,3.9,60700,10.2,470,2.3,17.9,11.6,חילוני,1,1,54.8,8.2,36.5,33.7,64.4
פתח תקווה,7900,221,221,4740,,,1,יהודים,89.5,,,35.8,47,17.2,1128.2,31,32,30,57.1,67.2,75,25,23.3,14.2,51.2,7.6,5.1,32.3,3.8,ישראל,24,25,23,2.3,10.2,40.3,24.8,66.2,91.7,8.3,38,10.1,48.4,103300,12.9,71300,20.7,1620,2.9,24.4,15.9,חילוני,1,1.2,39.8,9.4,57.4,47.6,45.1
פתח תקווה,7900,222,222,2860,,,1,יהודים,92.3,,,32.7,48.5,18.8,1061.1,34,32,36,51.2,81.2,77.8,22.2,18.2,11.9,50.4,8,4.3,33.2,4.1,ישראל,23,25,22,2.2,6.7,21.1,30.6,67.3,86,12.7,37.4,11.2,52.2,125900,22.2,61500,9.2,970,2.9,22.4,16.5,חילוני,1,1.5,21.3,24.7,81.1,60,37.6
פתח תקווה,7900,223,223,2770,,,1,יהודים,92.4,,,23.5,50.8,25.7,968.5,40,37,44,41.6,63.4,67.4,32.6,20.4,13.4,37.4,10.9,5.5,41.8,4.2,ישראל,25,27,24,1.9,5.2,15.3,33.9,63.8,89.5,10.5,40.6,10.1,52.1,108700,14.8,113200,19.5,980,2.5,18.4,12.8,חילוני,1,1.5,24.6,22.6,61.5,49.3,45.5
פתח תקווה,7900,231,231,4120,,,1,יהודים,81.9,,,29,48.2,22.8,1072.5,34,34,35,43.3,65.5,79.7,20.3,14.7,7.4,49.1,10.1,5.1,30.7,5,ישראל,24,26,23,2.1,7.8,23.7,33.9,66.7,86.9,11.9,40.1,16.6,46,120100,25.6,97600,28.5,1570,2.6,18.7,18.6,חילוני,1,1.5,17.9,28.6,84.8,63.5,31.4
פתח תקווה,7900,232,232,3560,,,1,יהודים,94.3,,,30,46.8,23.2,1137.5,40,36,43,33.2,71.7,78.3,21.7,15,9.2,44.2,10.1,6.6,33.6,5.5,ישראל,25,26,23,2.1,9.2,26.3,37.1,63.8,86.6,13,38.3,24.3,49.9,127600,29.9,101200,28.2,1290,2.7,16.6,12.9,חילוני,1,1.5,17.3,31.3,84.2,66,31
פתח תקווה,7900,233,233,4330,,,1,יהודים,85.8,,,29.7,51.9,18.4,926.6,38,38,38,29.4,73.4,75.9,24.1,14,6.9,42.4,12,9.1,33.7,2.8,ישראל,25,27,24,2,6.9,25.4,34.8,70.1,87.1,12.9,40,13.1,51.6,143800,30.9,99600,18.1,1550,2.8,17.2,16.8,חילוני,1,1.6,14.3,42.3,89.6,75.5,21.5
פתח תקווה,7900,234,234,3210,,,1,יהודים,98.3,,,32.8,48.2,19,1074.2,36,34,37,32.8,86.4,81.7,18.3,19.5,9.6,49.4,8,5.2,31.8,5.5,ישראל,25,26,23,2.4,6.9,22.3,44.1,66.8,87.8,12.2,41,17.7,51,150400,37.6,131700,38.8,1080,3,19.6,19.9,דתי/ דתי מאוד,3,1.8,16.4,43.3,94.3,69.1,28.1
פתח תקווה,7900,311,311,4410,,,1,יהודים,117.6,,,15.6,65.1,19.3,536.1,42,39,46,31.6,53.8,38,62,35,20,16.2,10.5,8,63.7,1.6,אוקראינה,23,25,22,2,16.6,39,21.7,61.6,90.4,9.6,40.4,17.6,43.3,88900,5.2,72400,11.9,1640,2,11.1,10.8,חילוני,1,0.9,56.8,8.7,28.1,39,55.9
פתח תקווה,7900,312,312,6330,,,1,יהודים,113.8,,,18.6,62.7,18.7,594.9,41,39,43,32,58.7,42.6,57.4,32.1,20.5,16.4,10.7,11.2,60.4,1.2,אוקראינה,23,23,23,1.4,19.4,50.1,23.7,69.1,91.2,8.8,38,9,44.3,93100,12.6,49600,8.7,2250,2.4,11.7,17.5,חילוני,1,1.1,42.4,12.6,59.4,44,49.9
פתח תקווה,7900,313,313,4960,,,1,יהודים,114.6,,,17.3,62,20.7,612.5,41,39,45,28.8,57.7,41.3,58.7,33.3,19.6,16,10.6,14.1,57.9,1.5,אוקראינה,25,26,23,1.7,14.4,35.5,22.1,65.8,89.8,10.2,40.3,21.2,42.6,97900,10.1,79900,24.1,1830,2.3,10.8,12.3,חילוני,1,1.1,48.5,12.7,49.5,51,41.5
פתח תקווה,7900,321,321,4870,,,1,יהודים,95.6,,,24.7,53.9,21.4,855.8,39,36,43,28.7,60.7,55.9,44.1,28.9,15.6,25.4,14.2,10.2,49.1,1.2,ישראל,24,26,23,1.7,11.2,26.2,26.1,67.5,90,10,38.7,22.9,52.3,114900,19,71500,9.4,1930,2.5,17.5,16.2,חילוני,1,1.3,27,20.1,70.5,56.6,39.5
פתח תקווה,7900,322,322,2700,,,1,יהודים,113.4,,,18.5,58.7,22.8,702.3,42,38,47,25.6,63.9,46.2,53.8,33.2,20.7,19.2,13.2,8.5,57.8,1.2,אוקראינה,24,26,22,1.8,15.4,38.1,24.7,66.8,88.5,11.5,39.7,14.3,37.8,91000,12.8,66400,,1130,2.2,11.8,15.2,חילוני,1,1.1,48.8,11.6,52.5,42.2,51.1
פתח תקווה,7900,323,323,3240,,,1,יהודים,78.6,,,21.2,53.5,25.3,870,42,41,44,32.6,58.7,54,46,26.6,14.7,24.5,12.3,9.5,52.1,1.6,ישראל,24,26,22,1.7,19.7,44.5,25.1,66,92.9,7.1,38.6,49.7,46.5,102500,16,57800,14.6,1360,2.3,13.6,12.4,חילוני,1,1.3,33.6,14.3,57.9,56.7,39.5
פתח תקווה,7900,324,324,3570,,,1,יהודים,82.5,,,28,53.3,18.7,876.5,39,39,38,25,67.8,69.2,30.8,26.1,11.5,35.9,13.6,12.2,36.2,2,ישראל,25,27,23,1.9,8.6,24.8,27.8,69.3,86,13.8,40.3,16.9,45.7,123700,21,101200,11.5,1360,2.6,18.2,16.6,חילוני,1,1.4,20.1,29.9,70.7,62.8,32.2
פתח תקווה,7900,411,411,1800,,,1,יהודים,95.4,,,24.3,49.6,26.1,1017.6,44,40,47,30.7,65.3,64.6,35.4,19.2,6.7,31.1,15.6,12.4,38.9,2,ישראל,24,25,23,1.9,13,39.7,30.2,71.5,86.9,13.1,39.9,11.4,53,136900,25.4,41900,11.3,670,2.5,13.8,15.8,חילוני,1,1.5,20.4,32.4,85.8,65,24
פתח תקווה,7900,412,412,2880,,,1,יהודים,100.1,,,22.3,57.2,20.5,747.4,41,38,45,35.5,47.6,52.8,47.2,31.1,12.5,23.6,13.3,20,42,1.1,ישראל,25,27,23,1.7,11.7,32.8,20.3,73.1,89.4,10.6,36.6,25.3,41.1,90200,9.7,72200,2,1210,2.3,14.2,11.9,חילוני,1,1.1,36.5,16.8,33.1,53.4,41
פתח תקווה,7900,413,413,2210,,,1,יהודים,89,,,27.6,53.2,19.2,878.1,38,36,39,24.4,62.8,68.8,31.2,20.7,8.3,36.6,19.9,13.5,29.3,0.7,ישראל,25,27,24,1.9,8.5,28.7,20.7,71.7,91.2,8.8,40.8,26.2,45.7,110700,13,54700,,790,2.7,16.3,14.1,חילוני,1,1.1,21.4,24.1,66.6,56.8,35.7
פתח תקווה,7900,414,414,3490,,,1,יהודים,80,,,19.9,63.3,16.8,580.5,38,38,38,24.8,55.8,66.7,33.3,22.8,6.9,34.7,20,16.3,28.1,0.9,ישראל,25,27,23,1.8,12.7,43.1,18,71.5,93.3,6.4,37.1,22.3,39.5,92600,9.1,65900,13.6,1420,2.4,12.6,21.7,חילוני,1,1.2,33,24.4,56.9,64.3,24.9
פתח תקווה,7900,415,415+416,2610,,,1,יהודים,94.3,,,28.1,50.1,21.8,996.6,36,34,38,37.3,63.4,69,31,29.7,8.4,36.8,24,18.2,20,1.1,ישראל,24,26,22,2.6,16.2,43.3,16.1,66.8,92.3,7.7,37,31.8,44,93800,9.2,47700,14.3,1050,2.5,17,16.1,חילוני,1,1,34.7,22.9,49.3,58.6,29.9
פתח תקווה,7900,421,421,3910,,,1,יהודים,104.7,,,26.5,56.7,16.8,763.3,35,32,37,31.5,63.8,83.6,16.4,20.2,9.8,52.5,28.1,9.6,9.1,0.7,ישראל,24,25,23,2.2,10.5,33.4,14.9,68.8,89.6,10.4,38.4,14.8,40.3,90100,11,98200,21.1,1440,2.6,14.7,21.3,מסורתי,2,1,26.2,32.3,54.4,52.2,32.4
פתח תקווה,7900,422,422,3020,,,1,יהודים,92.6,,,21.6,59.3,19.1,685.6,42,40,44,18.4,71.3,70,30,16.7,4.1,33.6,17.3,14.4,33.3,1.6,ישראל,24,25,23,1.7,7.5,26.6,25.8,73,89.9,10.1,39,14.4,52.2,128300,28.1,82400,18.4,1080,2.8,10,25.9,חילוני,1,1.5,7.4,39.7,96.8,76.8,18.6
פתח תקווה,7900,423,423,5740,,,1,יהודים,89.1,,,27.1,55.7,17.3,795.5,38,36,40,33.9,68.7,69.9,30.1,27,7.4,36.1,18.6,21.6,22.5,1.2,ישראל,24,26,23,1.9,7.7,28.8,18.6,68.7,88.8,11.2,40,19.3,40.3,121100,13.7,104300,26.8,2180,2.6,18.7,12.9,חילוני,1,1.2,15.8,25.4,83.5,66.3,26.3
פתח תקווה,7900,424,424,4150,,,1,יהודים,83.9,,,25.9,54.6,19.5,832.7,38,37,39,33.1,66,68,32,23.5,14.2,34.4,15.2,10.5,38.4,1.5,ישראל,25,26,23,1.6,10.7,29.6,23.7,70.2,84.6,15.4,38.8,19,43.2,111400,18.3,109200,22.4,1590,2.6,18.6,19.3,חילוני,1,1.3,22.5,33.1,82.2,62.8,33.6
פתח תקווה,7900,431,431,2850,,,1,יהודים,98.2,,,25.1,56.1,18.7,781,34,35,34,34.9,57.5,68,32,42.2,10.3,32.7,17.8,27.1,21.3,1.1,ישראל,24,26,23,1.9,12.8,39.1,14,70.1,84.2,15.5,39.3,24.4,37.8,97000,11,75800,25.7,1090,2.6,15.6,23.9,חילוני,1,1.1,32,24.5,48.5,46.4,41.3
פתח תקווה,7900,432,432,2890,,,1,יהודים,89.8,,,24.1,54.6,21.2,830.1,37,36,39,34.5,66.5,57.6,42.4,29.7,11.2,27.4,14.3,23.4,33.8,1.2,ישראל,24,26,22,1.9,14.4,28.5,19.5,70.8,93,6.3,37.5,38.2,40.4,99900,12.2,59300,4.5,990,2.7,16.1,19.9,חילוני,1,1.2,19.2,21.8,62.9,62.1,33.8
